Tweet_count,Username,Profile URL,Display Name,User Location,Date Created,Followers,Following,No of Media Posted,No of Tweets Posted,Text,Created At,Retweets,Likes,Tweets Language,Tweet view count,Blue Verified,Verified,Quote count,Reply count,Place tweet was created,Hashtags,Sensitive,View Count,Retweet Count,Verified,Can receive DM,No of media posted,Total count of tweet,Media,Full tweet
11,Dapper Detective,,Dapper_Det,U.S.A.,Wed Jun 07 11:56:46 +0000 2023,52889,315,1665,18420,"Crime in NYC is up and police staffing is down.

NYPD searching for this monster in the Bronx that kidnapped this individual by strangulation: https://t.co/ogkyrsr1sM",Thu May 09 16:27:05 +0000 2024,259,334,en,101906,True,False,65,123,,[],False,101906,259,False,True,1665,18420,[<Video id=1788606534982696960>],"Crime in NYC is up and police staffing is down.

NYPD searching for this monster in the Bronx that kidnapped this individual by strangulation: https://t.co/ogkyrsr1sM"
12,Thick Madame,https://t.co/aDrIWB9uN1,MaataVermillion,"Abuja, Nigeria",Sat Nov 02 20:09:23 +0000 2019,5972,1200,3409,65606,"I was just telling a friend that I’ll probably move to Ekiti after Nysc since I’ve lived there before, they pay better than Abuja and nobody will kidnap me
Now I’m seeing they’ve kidnapped Ekiti schoolchildren https://t.co/UVUSbgeVYH",Tue Jan 30 12:14:15 +0000 2024,3,42,en,8966,False,False,1,12,,[],False,8966,3,False,True,3409,65606,[<Photo id=1752304203538567168>],"I was just telling a friend that I’ll probably move to Ekiti after Nysc since I’ve lived there before, they pay better than Abuja and nobody will kidnap me
Now I’m seeing they’ve kidnapped Ekiti schoolchildren https://t.co/UVUSbgeVYH"
13,NYScanner,,nyscanner,NYC,Mon Apr 12 17:31:32 +0000 2010,162759,131,2878,17346,"ALERT: NYPD looking for 16-year-old who was kidnapped Monday night while walking with her mother in the Bronx

 https://t.co/lshfucjCtf",Tue Dec 17 13:45:44 +0000 2019,1896,2294,en,,True,False,482,147,,[],False,,1896,False,True,2878,17346,[<Video id=1206902976025169920>],"ALERT: NYPD looking for 16-year-old who was kidnapped Monday night while walking with her mother in the Bronx

 https://t.co/lshfucjCtf"
14,alhaji big,,bigwhalesfx,Somewhere on earth,Fri Jul 08 22:16:29 +0000 2022,2337,1885,3491,47340,"This thing wey NYSC do no good oh, make I make myself avail from now till Friday. Why ??! 

If them never kidnap one nysc corper gov no go rest for clearance https://t.co/VxQ1gSiwy6",Tue Aug 27 13:37:50 +0000 2024,2,4,en,256,False,False,0,0,,[],False,256,2,False,True,3491,47340,[<Photo id=1828426687253483520>],"This thing wey NYSC do no good oh, make I make myself avail from now till Friday. Why ??! 

If them never kidnap one nysc corper gov no go rest for clearance https://t.co/VxQ1gSiwy6"
15,Investor NnKay,,InvestorNnKay,"Port Harcourt, Nigeria",Thu Jan 28 08:14:04 +0000 2021,51547,766,1370,17856,"I cannot be the only one on this table 😂😂😂

He think say na NYSC next, make them kidnap me for my mama? Lmao https://t.co/FQvYzHPuIt",Thu Jan 16 22:45:35 +0000 2025,2,61,en,4043,True,False,0,10,,[],False,4043,2,False,True,1370,17856,[<Video id=1880023529816489985>],"I cannot be the only one on this table 😂😂😂

He think say na NYSC next, make them kidnap me for my mama? Lmao https://t.co/FQvYzHPuIt"
16,Nkem4eva,,nwaegbe_nkem,,Thu May 08 19:19:40 +0000 2014,6083,2457,2332,267809,It saddens me that parents still allow their children travel to troubled areas &amp; expose them to kidnap because of NYSC. I am tired of complaining. https://t.co/GgYRQKd5Lf,Fri Aug 25 17:54:45 +0000 2023,7,17,en,1065,False,False,2,4,,[],False,1065,7,False,False,2332,267809,[<Photo id=1695132602108112896>],It saddens me that parents still allow their children travel to troubled areas &amp; expose them to kidnap because of NYSC. I am tired of complaining. https://t.co/GgYRQKd5Lf
17,NYSC NDHQ,https://t.co/XlRVtEfbp8,officialnyscng,"Abuja, Nigeria",Tue Jul 03 13:36:02 +0000 2018,286865,124,2110,6946,"Zamfara Kidnap: One More Corps Member Rescued 
https://t.co/DeURLzSill https://t.co/O7VxegMHUk",Wed Jun 12 23:59:40 +0000 2024,4,32,en,15266,False,False,0,15,,[],False,15266,4,False,False,2110,6946,[<Photo id=1801041705862311936>],"Zamfara Kidnap: One More Corps Member Rescued 
https://t.co/DeURLzSill https://t.co/O7VxegMHUk"
18,NYScanner,,nyscanner,NYC,Mon Apr 12 17:31:32 +0000 2010,162759,131,2878,17346,"RAW VIDEO: #NYPD searching for two suspects who were caught on camera attempting to kidnap a 5-year-old boy on a street in Queens Thursday. The crime took place around 8 p.m. on Hillside Avenue 

PLEASE SHARE!

https://t.co/YqCJAnFOTk",Fri Jul 16 18:25:52 +0000 2021,320,253,en,,True,False,91,51,,['NYPD'],False,,320,False,True,2878,17346,[<Video id=1416084544382439434>],"RAW VIDEO: #NYPD searching for two suspects who were caught on camera attempting to kidnap a 5-year-old boy on a street in Queens Thursday. The crime took place around 8 p.m. on Hillside Avenue 

PLEASE SHARE!

https://t.co/YqCJAnFOTk"
19,SERAH IBRAHIM,https://t.co/7xbnWv5YcK,TheSerahIbrahim,📩 theserahibrahim@yahoo.com,Mon Mar 20 10:35:52 +0000 2017,119387,1342,2593,13578,"I cannot believe we have 9 NYSC corpers kidnapped on their way to NYSC Camp and the country is moving on like nothing happened.

Nobody is even talking about how to get them released and NYSC is not even talking about these kidnapped youths.

This government is despicable. https://t.co/k8NSrSj8Tm",Tue Aug 29 10:32:05 +0000 2023,2319,2145,en,170941,True,False,91,221,,[],False,170941,2319,False,True,2593,13578,"[<Photo id=1696470760645103616>, <Photo id=1696470760674426880>, <Photo id=1696470760640909313>, <Photo id=1696470760640872448>]","I cannot believe we have 9 NYSC corpers kidnapped on their way to NYSC Camp and the country is moving on like nothing happened.

Nobody is even talking about how to get them released and NYSC is not even talking about these kidnapped youths.

This government is despicable. https://t.co/k8NSrSj8Tm"
20,NYScanner,,nyscanner,NYC,Mon Apr 12 17:31:32 +0000 2010,162759,131,2878,17346,WATCH THIS: Man in cell grabs taser from NYPD Emergency Services Unit officer. Unknown where this occurred. @NYPDSpecialops https://t.co/BEmnLY9qO2,Sun Jun 02 16:05:22 +0000 2019,80,145,en,,True,False,23,25,,[],False,,80,False,True,2878,17346,[<Video id=1135215750996779008>],WATCH THIS: Man in cell grabs taser from NYPD Emergency Services Unit officer. Unknown where this occurred. @NYPDSpecialops https://t.co/BEmnLY9qO2
21,PANSO QUEEN 🇳🇬🇰🇪🇿🇦🦋,,Nina_meelah,Nigeria,Tue Oct 29 16:34:47 +0000 2024,1521,1786,120,4785,"You are not allowed to complain because you are a corp member. But if they kidnap you, it’s the responsibility of your family members and friends to pay off your ransom. 

NYSC 💔😂 https://t.co/e06aF9SBv0",Sun Mar 16 11:45:42 +0000 2025,2,6,en,619,False,False,1,3,,[],False,619,2,False,True,120,4785,[<Photo id=1901238433860775936>],"You are not allowed to complain because you are a corp member. But if they kidnap you, it’s the responsibility of your family members and friends to pay off your ransom. 

NYSC 💔😂 https://t.co/e06aF9SBv0"
22,New York Post,https://t.co/PwCuyvAYAJ,nypost,"New York, NY",Tue Nov 18 19:46:36 +0000 2008,3481654,10169,615857,761002,New video shows teen kidnapping victim gunned down by cops as she ran toward them for help https://t.co/oOD4MNTMmS https://t.co/HPZqpaOXnn,Tue Apr 02 10:59:17 +0000 2024,492,1350,en,2378203,True,False,302,428,,[],False,2378203,492,False,True,615857,761002,[<Photo id=1775115779484082176>],New video shows teen kidnapping victim gunned down by cops as she ran toward them for help https://t.co/oOD4MNTMmS https://t.co/HPZqpaOXnn
23,NYPD 40th Precinct,https://t.co/LmVNmW8Gvu,NYPD40Pct,"567 east 149 street Bronx,NY ",Tue Mar 04 15:42:55 +0000 2014,10651,793,3197,5204,Seeking Immediate Information in regards to a kidnapping last night in the vicinity of Eagle Ave and E 156th St. 16 year old Karol Sanchez was walking with her mother when 4 men in a beige sedan forced her into their vehicle and fled the scene. Any info PLEASE 📞  1-800-577-TIPS https://t.co/rgc8VWBgGv,Tue Dec 17 12:20:46 +0000 2019,9709,5509,en,,False,False,631,226,,[],False,,9709,False,False,3197,5204,"[<Photo id=1206912111806418944>, <Photo id=1206912111810617344>, <Photo id=1206912111814889472>]",Seeking Immediate Information in regards to a kidnapping last night in the vicinity of Eagle Ave and E 156th St. 16 year old Karol Sanchez was walking with her mother when 4 men in a beige sedan forced her into their vehicle and fled the scene. Any info PLEASE 📞  1-800-577-TIPS https://t.co/rgc8VWBgGv
24,US Ship of State,,US_ShipOfState,USA,Wed Apr 18 00:38:19 +0000 2018,89634,755,15310,80575,"Since the demonstrations at Columbia University are constantly in the news, I decided to post this.

Noa Argamani was famously kidnapped from the Israeli music festival on October 7. She was seen being carted away on a motorbike.

This new footage from the same incident was https://t.co/LWVIdFHmIx",Fri Apr 19 20:32:51 +0000 2024,87,242,en,26443,True,False,7,33,,[],False,26443,87,False,True,15310,80575,[<Video id=1781419294506594304>],"Since the demonstrations at Columbia University are constantly in the news, I decided to post this.

Noa Argamani was famously kidnapped from the Israeli music festival on October 7. She was seen being carted away on a motorbike.

This new footage from the same incident was published by the Daily Mail on April 12 https://t.co/GGRdfnhfy5 . You can hear her wailing in terror as one of the terrorists places a black bag over her head.

When I see videos of the demonstrations at Columbia U, I get the impression that most of them are idiot kids who never learned to appreciate what it means to have to deal with real adversity or hardship."
25,Ìfẹ́,https://t.co/3jyTIsmQFz,IfeAminu,,Fri Sep 07 13:51:25 +0000 2012,1926,383,786,37252,"Batch after batch, criminals kidnap newly graduated students who travel by road to their NYSC orientation camps to demand ridiculous ransom amounts.
The schools they graduate from do nothing.
NYSC does absolutely nothing.
The entire government does nothing.",Mon Nov 06 03:29:36 +0000 2023,2493,2603,en,191018,False,False,113,54,,[],,191018,2493,False,False,786,37252,[],"Batch after batch, criminals kidnap newly graduated students who travel by road to their NYSC orientation camps to demand ridiculous ransom amounts.
The schools they graduate from do nothing.
NYSC does absolutely nothing.
The entire government does nothing."
26,US Ship of State,,US_ShipOfState,USA,Wed Apr 18 00:38:19 +0000 2018,89634,755,15310,80575,"Regarding the scene posted earlier, where cops carried the Yazmeen Williams murder suspect away on a stretcher from the Straus Houses (NYCHA) at E 28th Street into an ambulance, while surrounded by a howling mob: It appears that he had been trapped there by members of the https://t.co/fMTFHxNImk",Tue Jul 09 01:54:26 +0000 2024,53,322,en,58832,True,False,14,31,,[],False,58832,53,False,True,15310,80575,[<Video id=1810491323641937920>],"Regarding the scene posted earlier, where cops carried the Yazmeen Williams murder suspect away on a stretcher from the Straus Houses (NYCHA) at E 28th Street into an ambulance, while surrounded by a howling mob: It appears that he had been trapped there by members of the community, and held there for the police. / Via @PIX11News"
27,NYSC NDHQ,https://t.co/XlRVtEfbp8,officialnyscng,"Abuja, Nigeria",Tue Jul 03 13:36:02 +0000 2018,286864,124,2110,6946,Update On Kidnapped Prospective Corps Members: One Released From Captivity https://t.co/EGX3vf95mx,Sat Oct 21 17:11:06 +0000 2023,25,230,en,36115,False,False,1,24,"<Place id=""00e55e2b4c491c5f"" name=""Abuja"">",[],False,36115,25,False,False,2110,6946,[<Photo id=1715777739897126912>],Update On Kidnapped Prospective Corps Members: One Released From Captivity https://t.co/EGX3vf95mx
28,Read Starting Somewhere,https://t.co/BjzMtaFUps,JPHilllllll,Lenapehoking,Wed Jan 30 20:56:57 +0000 2019,305738,1790,8540,75063,The NYPD kidnapping an organizer of the peaceful 24 hour march today and throwing them in unmarked van from Abolition Park on Instagram. https://t.co/coyvPkoDAm,Tue Jul 28 23:35:39 +0000 2020,4100,6279,en,,True,False,883,203,,[],False,,4100,False,False,8540,75063,[<Video id=1288256661220728832>],The NYPD kidnapping an organizer of the peaceful 24 hour march today and throwing them in unmarked van from Abolition Park on Instagram. https://t.co/coyvPkoDAm
29,Greg Sarafan™,https://t.co/l7Do0CJGAM,GSarafan,"Jersey City, NJ",Tue May 12 21:41:28 +0000 2009,23538,1273,11949,79299,Watching unmarked NYPD or feds  kidnapping a peaceful protester and shoving them into an unmarked van on the streets of NYC is absolutely terrifying. https://t.co/4mWy6OKm0v,Wed Jul 29 01:00:19 +0000 2020,230,264,en,,False,False,69,49,"<Place id=""b046074b1030a44d"" name=""Jersey City"">",[],False,,230,False,False,11949,79299,[<Video id=1288256661220728832>],Watching unmarked NYPD or feds  kidnapping a peaceful protester and shoving them into an unmarked van on the streets of NYC is absolutely terrifying. https://t.co/4mWy6OKm0v
30,Instablog9ja,https://t.co/fmwZQBKklx,instablog9ja,Earth,Sat Jul 16 19:12:15 +0000 2016,5763422,41,133827,181949,"K+dnappers allegedly demand ₦5m ransom for NYSC members abducted on their way to Port Harcourt, Rivers State https://t.co/SGrbmvJkfZ",Wed Jan 22 11:35:49 +0000 2025,207,1286,en,171956,True,False,44,124,,[],False,171956,207,False,True,133827,181949,"[<Photo id=1882029378579693568>, <Photo id=1882029378575450112>]","K+dnappers allegedly demand ₦5m ransom for NYSC members abducted on their way to Port Harcourt, Rivers State https://t.co/SGrbmvJkfZ"
31,New York Post,https://t.co/PwCuyvAYAJ,nypost,"New York, NY",Tue Nov 18 19:46:36 +0000 2008,3481654,10169,615857,761002,Karol Sanchez staged her own kidnapping: police sources https://t.co/D9hctBYgad https://t.co/qngpkuoGZG,Tue Dec 17 23:18:49 +0000 2019,116,150,en,,True,False,130,108,,[],False,,116,False,True,615857,761002,[<Photo id=1207077716731875330>],Karol Sanchez staged her own kidnapping: police sources https://t.co/D9hctBYgad https://t.co/qngpkuoGZG
32,Northern Zest,,9ja_N_Nigerians,,Mon Aug 05 09:42:09 +0000 2024,264,393,251,2025,"National Security Adviser, Malam Nuhu Ribadu, received 19 rescued kidnap victims, including former NYSC Director General, Maharazu Tsiga, at the National Counter Terrorism Center. 

The rescue was a result of coordinated efforts between the NSA's office and Service Chiefs. https://t.co/4Jdu1xpwuE",Fri Apr 04 09:02:16 +0000 2025,12,13,en,420,True,False,0,1,,[],False,420,12,False,False,251,2025,"[<Video id=1908082413080645632>, <Video id=1908082479480598528>]","National Security Adviser, Malam Nuhu Ribadu, received 19 rescued kidnap victims, including former NYSC Director General, Maharazu Tsiga, at the National Counter Terrorism Center. 

The rescue was a result of coordinated efforts between the NSA's office and Service Chiefs. https://t.co/4Jdu1xpwuE"
33,JOY 💕,https://t.co/stsJdXBOAp,joydaniel_,With God ❤️,Mon Oct 24 21:57:37 +0000 2022,4602,914,2229,120266,Omor just today wey NYSC camp dey start them don kidnap my coursemate on her way to port harcourt 🥲💔,Wed Jan 22 12:25:00 +0000 2025,24,79,en,3719,False,False,1,21,,[],,3719,24,False,True,2229,120266,[],Omor just today wey NYSC camp dey start them don kidnap my coursemate on her way to port harcourt 🥲💔
34,Samzy,,SamzyVG,,Sat May 21 13:12:27 +0000 2022,6413,6783,8906,31081,"Breaking: Gunmen kidnap Eight NYSC Corp Members in Zamfara. 

Gunmen have abducted 8 members of the National Youth Service Corps (NYSC) along a highway in Zamfara State, Nigeria.

The corps members were in transit in an AKTC bus from Uyo to Sokoto State en route Zamfara State. https://t.co/jmI7FijZkf",Mon Aug 21 14:14:06 +0000 2023,3,4,en,468,False,False,1,1,,[],False,468,3,False,True,8906,31081,[<Photo id=1693627531012784128>],"Breaking: Gunmen kidnap Eight NYSC Corp Members in Zamfara. 

Gunmen have abducted 8 members of the National Youth Service Corps (NYSC) along a highway in Zamfara State, Nigeria.

The corps members were in transit in an AKTC bus from Uyo to Sokoto State en route Zamfara State. https://t.co/jmI7FijZkf"
35,MA,,Maritemise_AD,Somewhere Around U,Sun Jul 10 09:15:45 +0000 2011,2806,1278,5457,186936,"Breaking News! 

National Security Adviser Ribadu receives 19 rescued kidnap victims, including former NYSC DG Maharazu Tsiga, at the National Counter Terrorism Center. The rescue was made possible by the tactical coordination of the NSA's office and Service Chiefs. https://t.co/OdJHW5jYBg",Fri Apr 04 08:40:57 +0000 2025,14,12,en,368,True,False,0,1,,[],False,368,14,False,True,5457,186936,[<Video id=1908076812342538240>],"Breaking News! 

National Security Adviser Ribadu receives 19 rescued kidnap victims, including former NYSC DG Maharazu Tsiga, at the National Counter Terrorism Center. The rescue was made possible by the tactical coordination of the NSA's office and Service Chiefs. https://t.co/OdJHW5jYBg"
36,HAZELNUT🎀🌺,,novazell,"My bed, always💕",Wed Jul 15 13:49:25 +0000 2020,3102,1272,607,63862,"Every year, I still don’t see the point to NYSC
What am I going to do in Enugu from Lagos that I can’t do right here in Lagos?

In this stupid economy where NYSC will tell me to hold ransom money in case they kidnap me?
Everybody is just mad and nobody is telling them enough",Mon Jul 28 07:01:49 +0000 2025,0,1,en,432,False,False,1,2,,[],,432,0,False,True,607,63862,[],"Every year, I still don’t see the point to NYSC
What am I going to do in Enugu from Lagos that I can’t do right here in Lagos?

In this stupid economy where NYSC will tell me to hold ransom money in case they kidnap me?
Everybody is just mad and nobody is telling them enough"
37,New York Post,https://t.co/PwCuyvAYAJ,nypost,"New York, NY",Tue Nov 18 19:46:36 +0000 2008,3481654,10169,615857,761002,Woman kidnapped off NYC street and whisked away in minivan: cops https://t.co/c4fL02gVhE https://t.co/GvOz95LT83,Sat Apr 22 13:57:18 +0000 2023,236,468,en,191482,True,False,45,151,,[],False,191482,236,False,True,615857,761002,[<Photo id=1649774377943040003>],Woman kidnapped off NYC street and whisked away in minivan: cops https://t.co/c4fL02gVhE https://t.co/GvOz95LT83
38,Nigeria Stories,https://t.co/nBGwPohPIR,NigeriaStories,Nigeria,Sat Mar 09 09:21:12 +0000 2019,666501,1,26892,58453,BREAKING NEWS: Abducted NYSC corps member has been freed after N1.1 million ransom payment https://t.co/bj6uBwJkLX,Sat Mar 01 14:13:42 +0000 2025,138,1247,en,45960,True,False,9,94,,[],False,45960,138,False,True,26892,58453,[<Photo id=1895839821265764352>],BREAKING NEWS: Abducted NYSC corps member has been freed after N1.1 million ransom payment https://t.co/bj6uBwJkLX
39,Channels Television,https://t.co/8UPmxt8H3Y,channelstv,Nigeria,Mon Mar 22 14:29:10 +0000 2010,7339215,191,147735,224048,"The NYSC &amp; corp members are not insulated from the Nigerian nation; this kidnap issue is everywhere ...ensure you don't travel at night; travel when it's safe.

- Eddy Megwa, NYSC Director Press and Public Relations

#SunriseDaily https://t.co/qO7qyM7d0H",Fri Dec 08 08:36:40 +0000 2023,42,97,en,60593,True,False,29,81,,['SunriseDaily'],False,60593,42,False,False,147735,224048,[<Video id=1733033660612231168>],"The NYSC &amp; corp members are not insulated from the Nigerian nation; this kidnap issue is everywhere ...ensure you don't travel at night; travel when it's safe.

- Eddy Megwa, NYSC Director Press and Public Relations

#SunriseDaily https://t.co/qO7qyM7d0H"
40,Theresa Tekenah 🇳🇬,,TheresaTekenah,Abuja,Mon Mar 21 09:44:07 +0000 2011,97232,863,5031,103917,"Rescued and Reunited: Thanks to our security forces silent, ongoing efforts, 19 kidnap victims, including former NYSC DG Maharazu Tsiga, are safe. The fight continues. Criminals will face justice. https://t.co/9OHhFDHvlR",Fri Apr 04 08:34:51 +0000 2025,32,49,en,1901,True,False,0,0,,[],False,1901,32,False,False,5031,103917,[<Video id=1908075459184644096>],"Rescued and Reunited: Thanks to our security forces silent, ongoing efforts, 19 kidnap victims, including former NYSC DG Maharazu Tsiga, are safe. The fight continues. Criminals will face justice. https://t.co/9OHhFDHvlR"
41,US Ship of State,,US_ShipOfState,USA,Wed Apr 18 00:38:19 +0000 2018,89634,755,15310,80575,"An illegal alien who has been charged with kidnapping, assault and burglary was taken into custody by federal authorities in NYC. (via @Sec_Noem)

This is how things work, when a country has things like a ""government"" and ""laws"". https://t.co/u7wFNSUJ06",Tue Jan 28 13:00:59 +0000 2025,131,664,en,24778,True,False,9,35,,[],False,24778,131,False,True,15310,80575,[<Video id=1884223606005043201>],"An illegal alien who has been charged with kidnapping, assault and burglary was taken into custody by federal authorities in NYC. (via @Sec_Noem)

This is how things work, when a country has things like a ""government"" and ""laws"". https://t.co/u7wFNSUJ06"
42,Sahara Reporters,https://t.co/cZ1YnAMmsk,SaharaReporters,New York,Sat Nov 15 16:31:32 +0000 2008,5550189,609,116489,198988,How Gunmen’s Threat ‘To Kidnap Corps Members As Bane To Get Nnamdi Kanu Released’ Grounds NYSC Activities In South-East | Sahara Reporters https://t.co/33N0ggCGKi https://t.co/FZnGeSw61i,Fri Sep 27 16:00:39 +0000 2024,37,180,en,24168,True,False,7,58,,[],False,24168,37,False,False,116489,198988,[<Photo id=1839696661297205249>],How Gunmen’s Threat ‘To Kidnap Corps Members As Bane To Get Nnamdi Kanu Released’ Grounds NYSC Activities In South-East | Sahara Reporters https://t.co/33N0ggCGKi https://t.co/FZnGeSw61i
