Tweet_count,Username,Profile URL,Display Name,User Location,Date Created,Followers,Following,No of Media Posted,No of Tweets Posted,Text,Created At,Retweets,Likes,Tweets Language,Tweet view count,Blue Verified,Verified,Quote count,Reply count,Place tweet was created,Hashtags,Sensitive,View Count,Retweet Count,Verified,Can receive DM,No of media posted,Total count of tweet,Media,Full tweet
14,SAGE,,Troglodyte0001,Highland,Sun Sep 24 01:47:18 +0000 2023,22,84,23,268,"@nysc360 I keep getting this message even though I entered the correct details. What do I do, sir? https://t.co/Zxw51LqzPo",Fri Jul 18 09:29:56 +0000 2025,0,4,en,2692,False,False,0,2,,[],False,2692,0,False,True,23,268,[<Photo id=1946140354207477760>],"@nysc360 I keep getting this message even though I entered the correct details. What do I do, sir? https://t.co/Zxw51LqzPo"
15,sirmuel123,,sirmuel1234,,Wed Oct 23 04:31:51 +0000 2024,17,121,7,460,"@nysc360 Please I beg you, give me the NYSC email address. I would like to express my displeasure to them, as I have not received my call-up number since April 8. Ooh wrong nau",Sat Jul 19 21:53:38 +0000 2025,3,12,en,4490,False,False,1,2,,[],,4490,3,False,True,7,460,[],"@nysc360 Please I beg you, give me the NYSC email address. I would like to express my displeasure to them, as I have not received my call-up number since April 8. Ooh wrong nau"
16,viper,,viperdouble07,,Mon Sep 09 00:26:58 +0000 2024,1,4,0,3,@nysc360 What if I don’t want to do the NYSC? Is that possible,Tue Jul 15 10:10:36 +0000 2025,0,4,en,978,False,False,0,0,,[],,978,0,False,False,0,3,[],@nysc360 What if I don’t want to do the NYSC? Is that possible
17,"Uthman(♟️,♟️)",,YourDeFiSensei,,Tue Sep 01 22:53:19 +0000 2020,15,52,41,131,"@nysc360 You never wake up 
All of us da wait for another update from you",Fri Jul 18 07:14:10 +0000 2025,2,10,en,3958,False,False,0,0,,[],,3958,2,False,True,41,131,[],"@nysc360 You never wake up 
All of us da wait for another update from you"
18,Azeez Adekunle,,Adekunle9975,"Port Harcourt, Nigeria",Tue Apr 19 21:26:55 +0000 2022,18,142,5,113,@nysc360 Hand go soon touch you,Mon Jul 21 09:42:30 +0000 2025,0,2,en,284,False,False,0,0,,[],,284,0,False,False,5,113,[],@nysc360 Hand go soon touch you
19,endowedToBad,,AdewalePau42403,"Lagos, Nigeria",Tue Dec 05 10:18:36 +0000 2023,41,256,26,1381,@nysc360 Is there a possibility for corp members posted to this location serve at a manufacturing company most especially nestle and co,Thu Jul 17 12:08:26 +0000 2025,1,2,en,530,False,False,0,0,,[],,530,1,False,False,26,1381,[],@nysc360 Is there a possibility for corp members posted to this location serve at a manufacturing company most especially nestle and co
20,Ovie Richard,,OvieRichard1,,Wed Apr 04 13:58:54 +0000 2018,37,156,2,75,@nysc360 Why is my own showing like this I need answer please https://t.co/wp3srwj4Dj,Fri Jul 18 11:21:21 +0000 2025,0,3,en,399,False,False,0,3,,[],False,399,0,False,True,2,75,[<Photo id=1946168404919947264>],@nysc360 Why is my own showing like this I need answer please https://t.co/wp3srwj4Dj
21,Omoniyi Eric,,eric_omoni60210,"Lagos, Nigeria",Thu Jan 30 14:35:55 +0000 2025,2,47,0,1,@nysc360 Date of birth 30/06/1995 and graduation date is 29/02/2025 can he register for nysc,Sat Jul 19 13:07:28 +0000 2025,0,3,en,880,False,False,0,3,,[],,880,0,False,False,0,1,[],@nysc360 Date of birth 30/06/1995 and graduation date is 29/02/2025 can he register for nysc
22,Imrana Basheer,,imrana_basheer,"Kaduna, Nigeria",Mon Jun 17 00:48:43 +0000 2024,50,169,26,2564,@nysc360 Dazigau Nangere LGA  2025 PCM BATCH A Stream 2 https://t.co/JPxR9wC60O,Sun Jul 13 04:15:59 +0000 2025,1,6,de,1048,False,False,0,0,,[],False,1048,1,False,False,26,2564,[<Video id=1944249346670624768>],@nysc360 Dazigau Nangere LGA  2025 PCM BATCH A Stream 2 https://t.co/JPxR9wC60O
23,Abdullah,,greyw0lf7,,Wed Oct 14 09:00:07 +0000 2020,40,158,25,463,@nysc360 Avoid ACCESS BANK !!!,Tue Jul 15 14:46:24 +0000 2025,0,2,en,113,False,False,0,0,,[],,113,0,False,False,25,463,[],@nysc360 Avoid ACCESS BANK !!!
24,Jeff Japhet,,japhet_jef,,Mon Mar 31 00:22:57 +0000 2025,26,251,13,218,@nysc360 After enquiries many told me compared to the camp activities the 3 square meal is not even enough as the quantity of food is very small,Mon Jul 21 04:36:11 +0000 2025,2,2,en,1296,False,False,0,0,,[],,1296,2,False,False,13,218,[],@nysc360 After enquiries many told me compared to the camp activities the 3 square meal is not even enough as the quantity of food is very small
25,Nelson vardy,,Nelsonvardy3,,Sat Jun 11 10:17:56 +0000 2022,10,112,3,308,"@nysc360 I thought the Senate list do come from the school?

What about we that our names are on the Senate list but we have not register for NYSC, them go open portal for us?",Tue Jul 15 11:38:23 +0000 2025,0,3,en,1739,False,False,0,1,,[],,1739,0,False,False,3,308,[],"@nysc360 I thought the Senate list do come from the school?

What about we that our names are on the Senate list but we have not register for NYSC, them go open portal for us?"
26,Mr. Kayzed,,MR_kayzed1,Somewhere around planet earth,Sat May 04 06:46:39 +0000 2019,223,1612,146,1028,"@nysc360 Good day sir, please I need help deleting relocation documents from my NYSC portal,i don't know if you can help sir",Sat Jul 12 12:46:47 +0000 2025,0,3,en,1017,False,False,0,2,,[],,1017,0,False,True,146,1028,[],"@nysc360 Good day sir, please I need help deleting relocation documents from my NYSC portal,i don't know if you can help sir"
27,simeon Gold Oluwatobi,,la_gold15,Nigeria,Mon Dec 27 15:13:32 +0000 2021,17,171,1,1180,"@nysc360 Fresh registration, please !!!!!!!!!!!!!!!!!!!",Sat Jul 12 11:01:21 +0000 2025,0,2,en,528,False,False,0,0,,[],,528,0,False,False,1,1180,[],"@nysc360 Fresh registration, please !!!!!!!!!!!!!!!!!!!"
28,Akinsuroju Oluwatobi opeyemi,,TobitheKing69,,Mon Apr 14 21:46:51 +0000 2025,8,88,6,27,"@nysc360 All with iPhone 14 Pro 
Batch A1 Keffi camp https://t.co/suwimflkj7",Mon Jul 14 18:03:52 +0000 2025,1,8,en,1754,False,False,0,1,,[],False,1754,1,False,False,6,27,"[<Video id=1944820085350113280>, <Photo id=1944820085396291584>, <Photo id=1944820085421416448>, <Video id=1944820085379538944>]","@nysc360 All with iPhone 14 Pro 
Batch A1 Keffi camp https://t.co/suwimflkj7"
29,Nwanadee Emmanuel,https://t.co/WgzbTkpjfT,NwanadeeEmma,"Port Harcourt, Nigeria",Sun Aug 14 15:11:45 +0000 2022,29,177,41,281,"@nysc360 For someone that corrected date of birth on NYSC portal using WAEC verification, how long will it take for the corrected date of birth to reflect.",Mon Jul 21 10:34:21 +0000 2025,0,3,en,883,False,False,0,1,,[],,883,0,False,False,41,281,[],"@nysc360 For someone that corrected date of birth on NYSC portal using WAEC verification, how long will it take for the corrected date of birth to reflect."
30,Dizy Ink,,rashidizy1,Nigeria,Sat Jan 11 03:14:40 +0000 2020,312,472,83,1859,@nysc360 Relocate at all cost,Mon Jul 14 19:37:14 +0000 2025,0,2,en,238,False,False,0,0,,[],,238,0,False,False,83,1859,[],@nysc360 Relocate at all cost
31,Adua Abdulgafar,,adua_abdulgafar,"Ilorin, Nigeria",Tue Aug 10 17:21:56 +0000 2021,86,146,14,192,@nysc360 Callup number don show for here 😂✌️,Thu Jul 17 22:24:01 +0000 2025,0,2,en,289,False,False,0,1,,[],,289,0,False,True,14,192,[],@nysc360 Callup number don show for here 😂✌️
32,Blaq Drey,,Blaq__Drey,,Sat Mar 28 11:41:02 +0000 2020,10,18,2,37,"@nysc360 Na call-up number we dey expect
Na our calling number dey show, e good so?😩",Fri Jul 18 20:05:03 +0000 2025,0,4,en,1166,False,False,0,1,,[],,1166,0,False,True,2,37,[],"@nysc360 Na call-up number we dey expect
Na our calling number dey show, e good so?😩"
33,Onyeanwuna Onyedikachi Goodness,,Onyeanwuna970,,Mon Feb 12 00:32:33 +0000 2024,10,40,2,95,@nysc360 You guys should scrap that NYSC,Tue Jul 15 12:21:22 +0000 2025,1,9,en,2415,False,False,0,1,,[],,2415,1,False,False,2,95,[],@nysc360 You guys should scrap that NYSC
34,JoshDonald Dunbar,,dunbar64429,,Sat Aug 12 15:20:58 +0000 2023,30,148,25,1675,"@nysc360 😂 yes ooo
I greet you my able admin 
God bless you 😂",Fri Jul 18 18:44:51 +0000 2025,2,5,en,4496,False,False,0,0,,[],,4496,2,False,False,25,1675,[],"@nysc360 😂 yes ooo
I greet you my able admin 
God bless you 😂"
35,SHAYD3E ❤,,AlbanShedrach,,Sat Dec 05 20:17:49 +0000 2020,46,453,9,270,@nysc360 From batch A till date yet no call up number. E be like wen nysc go call me by then I don give up,Fri Jul 18 08:53:03 +0000 2025,0,3,en,1299,False,False,0,1,,[],,1299,0,False,False,9,270,[],@nysc360 From batch A till date yet no call up number. E be like wen nysc go call me by then I don give up
36,𝕋𝕖𝕤𝕝𝕖𝕖𝕞🇳🇬🇺🇲,,kadiritesleem,,Mon May 30 18:32:52 +0000 2022,647,1513,336,25976,@nysc360 I can't print my call-up number why?,Sat Jul 19 10:18:14 +0000 2025,0,2,en,904,False,False,0,0,,[],,904,0,False,False,336,25976,[],@nysc360 I can't print my call-up number why?
37,Jul,,julsss142,,Sat Jun 29 01:33:01 +0000 2024,2,5,16,150,@nysc360 Which one is this??? My DOB is matching already @nysc360 https://t.co/iD9qCnv975,Fri Jul 18 10:12:54 +0000 2025,0,5,en,3114,False,False,0,1,,[],False,3114,0,False,False,16,150,[<Photo id=1946151170533101569>],@nysc360 Which one is this??? My DOB is matching already @nysc360 https://t.co/iD9qCnv975
38,David M Ushie jnr ( BLADE ),,DavidMUshiejnr1,Jabi Abuja opp SFC,Mon Oct 19 06:38:51 +0000 2020,12,125,0,27,@nysc360 Nysc came like a thief in the night,Thu Jul 17 21:57:05 +0000 2025,1,9,en,4244,False,False,0,0,,[],,4244,1,False,False,0,27,[],@nysc360 Nysc came like a thief in the night
39,oketeh Anita,,AnitaOketeh,,Sat Jul 11 22:05:31 +0000 2020,7,21,0,19,@nysc360 For revalidated corper my call up letter has been removed but my call up number still remain the same but its showing batch B. Does it mean i can use my old call up number or i need to wait till they change it to a new one,Fri Jul 18 09:57:09 +0000 2025,2,11,en,4916,False,False,0,9,,[],,4916,2,False,False,0,19,[],@nysc360 For revalidated corper my call up letter has been removed but my call up number still remain the same but its showing batch B. Does it mean i can use my old call up number or i need to wait till they change it to a new one
40,Abayomi,,abayomiyusuf05,Nigeria,Tue Sep 08 07:52:53 +0000 2020,197,142,63,776,@nysc360 And I never see call up number since...,Sat Jul 19 21:56:20 +0000 2025,0,4,en,1461,False,False,0,0,,[],,1461,0,False,True,63,776,[],@nysc360 And I never see call up number since...
41,Oyetola Moses🐐,,mosesoyetola1,,Mon Mar 14 20:52:33 +0000 2022,153,1290,147,1404,"@nysc360 Una people sha dey ment 😂 

Dem go just release call-up number, set date, shift people anyhow..no proper information directly from the management..not sure the scheme has a P.R.O..just following what we see here and annoying cruise tweets😂",Mon Jul 21 18:59:56 +0000 2025,1,7,en,521,False,False,0,2,,[],,521,1,False,False,147,1404,[],"@nysc360 Una people sha dey ment 😂 

Dem go just release call-up number, set date, shift people anyhow..no proper information directly from the management..not sure the scheme has a P.R.O..just following what we see here and annoying cruise tweets😂"
42,Dr. Abduljabbar 🧔,,abduljsb3,"Kano, Nigeria",Sat Mar 25 23:40:17 +0000 2017,611,357,62,2671,"@nysc360 What of those that still have call up number from batch A , is it likely to change, pls",Mon Jul 21 10:12:52 +0000 2025,0,3,en,750,False,False,0,0,,[],,750,0,False,False,62,2671,[],"@nysc360 What of those that still have call up number from batch A , is it likely to change, pls"
43,The_ Introvert_ Guy😎,,ThE_Intr,,Sat Jul 01 12:13:19 +0000 2023,350,1350,1,2873,"@nysc360 https://t.co/9t9gZ0lHD8 
Try this link if you are having issues to access your portal I just confirmed my call up number",Thu Jul 17 22:43:05 +0000 2025,1,4,en,3579,False,False,1,4,,[],False,3579,1,False,True,1,2873,[],"@nysc360 https://t.co/9t9gZ0lHD8 
Try this link if you are having issues to access your portal I just confirmed my call up number"
44,Efemorhoro Agatha,,EfemorhoroA,,Tue Oct 01 15:35:39 +0000 2024,4,5,0,26,"@nysc360 I registered since April and I still have not gotten call up number 
Make una pity for person na
Una for close the portal the moment the candidate complete no be una go allow crowd register finish come Dey suffer person",Fri Jul 18 09:21:53 +0000 2025,0,2,en,537,False,False,0,0,,[],,537,0,False,True,0,26,[],"@nysc360 I registered since April and I still have not gotten call up number 
Make una pity for person na
Una for close the portal the moment the candidate complete no be una go allow crowd register finish come Dey suffer person"
45,Adewole,,Omo_Adewole01,"Abeokuta, Nigeria",Thu Sep 24 13:13:16 +0000 2020,157,592,9,1927,@nysc360 This is the error message I keep getting..... Any help @nysc360 https://t.co/Uuhzn2paOz,Thu Jul 17 22:51:22 +0000 2025,0,3,en,1840,False,False,0,1,,[],False,1840,0,False,True,9,1927,[<Photo id=1945979656307404800>],@nysc360 This is the error message I keep getting..... Any help @nysc360 https://t.co/Uuhzn2paOz
46,Azeez Adekunle,,Adekunle9975,"Port Harcourt, Nigeria",Tue Apr 19 21:26:55 +0000 2022,18,142,5,113,"@nysc360 Someone registered for NYSC since April up till now no call up … and they are still moving to the next stream
If the scheme is not ready Abeg give us exemption. Jobs are not waiting for anyone. Age continues to go against us. Nobody cares about why you were delayed @NigEducation",Sat Jul 19 06:14:23 +0000 2025,0,5,en,568,False,False,0,3,,[],,568,0,False,False,5,113,[],"@nysc360 Someone registered for NYSC since April up till now no call up … and they are still moving to the next stream
If the scheme is not ready Abeg give us exemption. Jobs are not waiting for anyone. Age continues to go against us. Nobody cares about why you were delayed @NigEducation"
47,I'm_AB.COD,,Sir_Ab_cod,Nigeria🇳🇬,Tue Apr 17 22:35:31 +0000 2012,194,67,12,786,@nysc360 Can you please share me the list for married woman certificates to tender for NYSC Registration @nysc360,Mon Jul 14 14:11:22 +0000 2025,0,2,en,2968,False,False,0,2,,[],,2968,0,False,True,12,786,[],@nysc360 Can you please share me the list for married woman certificates to tender for NYSC Registration @nysc360
48,Emmanuel Dare 🐐,,Dremmy8627,,Thu Mar 03 10:42:08 +0000 2022,190,2639,1,97,"@nysc360 Senate list for my school has been uploaded late last year, can I do online registration for batch B? Am an unregistered PCM",Sat Jul 19 11:03:07 +0000 2025,0,2,en,2592,False,False,0,3,,[],,2592,0,False,False,1,97,[],"@nysc360 Senate list for my school has been uploaded late last year, can I do online registration for batch B? Am an unregistered PCM"
49,Abba Dangiwa,,abbadgw1,,Sun Dec 06 11:54:07 +0000 2015,308,1130,16,387,"@nysc360 Honestly, this year’s NYSC process is not organized at all. How can students spend a whole year in school, yet NYSC fails to mobilize them? Many people have already lost important opportunities just because they don’t have their NYSC certificate. You should set up a better system",Sun Jul 20 00:17:14 +0000 2025,5,27,en,3733,False,False,2,7,,[],,3733,5,False,False,16,387,[],"@nysc360 Honestly, this year’s NYSC process is not organized at all. How can students spend a whole year in school, yet NYSC fails to mobilize them? Many people have already lost important opportunities just because they don’t have their NYSC certificate. You should set up a better system"
50,Sunex Onobo,,OnoboSunex,"Uyo, Nigeria",Wed Jul 27 07:19:26 +0000 2022,82,475,22,557,"@nysc360 Since on April I did internal mobilization ..and since then NYSc portal has not open for any registration...

They've hurt me😔",Sat Jul 19 10:31:54 +0000 2025,0,3,en,1712,False,False,0,1,,[],,1712,0,False,False,22,557,[],"@nysc360 Since on April I did internal mobilization ..and since then NYSc portal has not open for any registration...

They've hurt me😔"
51,Victor,,itz_victoro001,,Mon Nov 18 18:40:20 +0000 2024,80,329,96,546,@nysc360 Learnt picking on Zelle and cashapp in Saed 🤣,Sat Jul 19 21:33:01 +0000 2025,0,7,en,543,False,False,0,2,,[],,543,0,False,True,96,546,[],@nysc360 Learnt picking on Zelle and cashapp in Saed 🤣
52,Prince Noel,,NoelAkoji,"Jos, Nigeria",Sun Nov 15 14:22:38 +0000 2015,82,284,8,1485,@nysc360 Registration Will not guarantee going to camp with the next batch. So expect the unexpected,Mon Jul 14 16:36:29 +0000 2025,2,8,en,1661,False,False,0,0,,[],,1661,2,False,True,8,1485,[],@nysc360 Registration Will not guarantee going to camp with the next batch. So expect the unexpected
53,Oluka Chukwubeze,,Nicholazobtr,,Wed May 14 22:32:05 +0000 2025,0,12,0,71,"@nysc360 Good morning.
I'm trying to print my green slip but the portal is showing ""  index was out of the bound of the array "" what's happening after you guys managed to give me call up",Fri Jul 18 09:06:43 +0000 2025,0,1,en,876,False,False,0,2,,[],,876,0,False,False,0,71,[],"@nysc360 Good morning.
I'm trying to print my green slip but the portal is showing ""  index was out of the bound of the array "" what's happening after you guys managed to give me call up"
54,simeon Gold Oluwatobi,,la_gold15,Nigeria,Mon Dec 27 15:13:32 +0000 2021,17,171,1,1180,@nysc360 Giving out call numbers shows that there will be no  fresh registration until Batch C😫  Unfair 😱,Thu Jul 17 23:33:30 +0000 2025,0,2,en,525,False,False,0,1,,[],,525,0,False,False,1,1180,[],@nysc360 Giving out call numbers shows that there will be no  fresh registration until Batch C😫  Unfair 😱
55,Amos Emmanuel,,amosemma0,Nigeria,Wed Feb 17 19:34:27 +0000 2021,104,900,9,1107,@nysc360 My portal is not opening why is that?,Fri Jul 18 09:32:20 +0000 2025,0,2,en,1686,False,False,0,1,,[],,1686,0,False,False,9,1107,[],@nysc360 My portal is not opening why is that?
56,Muhammad Ramatu Abubakar,,BokaniRamatu,Nigeria,Wed Apr 24 05:57:43 +0000 2019,9,65,2,49,"@nysc360 Helpful, thank you.
I have seen mine😭",Thu Jul 17 22:53:13 +0000 2025,0,2,en,948,False,False,0,0,,[],,948,0,False,False,2,49,[],"@nysc360 Helpful, thank you.
I have seen mine😭"
57,Jamal Ghanni,,jamal_ghanni,"Lagos, Nigeria",Wed Jan 10 21:17:17 +0000 2018,108,1235,2,52,@nysc360 God pass you😩🥲,Sun Jul 20 23:43:59 +0000 2025,0,2,en,551,False,False,0,0,,[],,551,0,False,False,2,52,[],@nysc360 God pass you😩🥲
58,Okacha Iliyasu Jabire,https://t.co/tA3mDDWCZG,Bin_jabson,"Abuja, Nigeria",Sat Feb 01 18:44:27 +0000 2020,22,149,1,18,@nysc360 Please we are waiting for Arrear woooo. Please guys consider ex copas,Mon Jul 14 16:01:38 +0000 2025,0,2,en,554,False,False,0,0,,[],,554,0,False,False,1,18,[],@nysc360 Please we are waiting for Arrear woooo. Please guys consider ex copas
59,la reîne🥰🥰,,QawiyyaR22640,,Tue Mar 14 20:57:27 +0000 2023,21,107,21,1398,"@nysc360 Finally, I got my call up number",Fri Jul 18 14:31:56 +0000 2025,2,16,en,5978,False,False,0,5,,[],,5978,2,False,False,21,1398,[],"@nysc360 Finally, I got my call up number"
60,Suso,,Suso207667,,Fri Aug 11 17:54:49 +0000 2023,57,374,33,1746,@nysc360 fuck nysc😂,Sat Jul 19 19:02:40 +0000 2025,2,5,sv,2516,False,False,0,0,,[],,2516,2,False,False,33,1746,[],@nysc360 fuck nysc😂
61,Neato Alex,,NeatoA95,,Thu Jun 19 10:49:14 +0000 2025,14,78,18,87,"@nysc360 Please I’m only seeing Batch B 2025 in my porter, no call up number. ??",Fri Jul 18 16:02:06 +0000 2025,0,3,en,151,False,False,0,0,,[],,151,0,False,False,18,87,[],"@nysc360 Please I’m only seeing Batch B 2025 in my porter, no call up number. ??"
62,Neato Alex,,NeatoA95,,Thu Jun 19 10:49:14 +0000 2025,14,78,18,87,@nysc360 All this NYSC stuff na scam . Mk they just stop am Abeg,Sat Jul 19 13:12:43 +0000 2025,0,3,en,510,False,False,0,0,,[],,510,0,False,False,18,87,[],@nysc360 All this NYSC stuff na scam . Mk they just stop am Abeg
63,baadboiblaze,https://t.co/ezPj5in8Iu,DApexPredatorMM,unknown,Wed Oct 12 08:55:28 +0000 2022,17,174,45,970,@nysc360 Finish registration and collect exeat,Fri Jul 11 22:13:03 +0000 2025,1,4,en,1635,False,False,0,0,,[],,1635,1,False,True,45,970,[],@nysc360 Finish registration and collect exeat
64,Daniel🏷,,nizzdan,lagos nigeria,Mon Dec 21 09:20:17 +0000 2015,498,458,201,1328,@nysc360 What about people that wants to revalidate?,Tue Jul 15 08:19:20 +0000 2025,0,2,en,1051,False,False,0,0,,[],,1051,0,False,True,201,1328,[],@nysc360 What about people that wants to revalidate?
65,Ken,,Ken_Nwodu,In God's Hands,Mon Nov 02 22:35:32 +0000 2015,1897,2153,279,5228,@nysc360 @KimQuizzy You are a disgrace to NYSC by your choice of words https://t.co/z78W8g3QMd,Mon Jul 14 03:52:55 +0000 2025,1,13,en,591,False,False,1,0,,[],False,591,1,False,False,279,5228,[<Photo id=1944606001748963329>],@nysc360 @KimQuizzy You are a disgrace to NYSC by your choice of words https://t.co/z78W8g3QMd
66,Imrana Basheer,,imrana_basheer,"Kaduna, Nigeria",Mon Jun 17 00:48:43 +0000 2024,50,169,26,2564,"@nysc360 Be ready for house flies as early as after 5am, dust and GARRI 😭😭 https://t.co/aM43AVIgcV",Sun Jul 13 04:18:07 +0000 2025,2,9,en,1157,False,False,0,1,,[],False,1157,2,False,False,26,2564,[<Video id=1944249890143420416>],"@nysc360 Be ready for house flies as early as after 5am, dust and GARRI 😭😭 https://t.co/aM43AVIgcV"
67,Gman,,TerwaseGoodman,"Benue, Nigeria",Sun Jul 13 18:34:25 +0000 2014,364,2126,141,697,@nysc360 Thank you sir,Thu Jul 17 22:50:40 +0000 2025,0,3,en,697,False,False,0,0,,[],,697,0,False,True,141,697,[],@nysc360 Thank you sir
